"","account_status","duration","credit_history","purpose","amount","savings","employment","installment_rate","status_gender","guarantors","resident_since","property","age","other_plans","housing","num_credits","job","people_maintenance","phone","foreign","BAD"
"598","X2",24,"X1","X10",4241,"X1","X3",1,"X3","X1",4,"X1",36,"X3","X2",3,"X2",1,"X2","X1","BAD"
"599","X4",18,"X5","X1",2775,"X1","X4",2,"X3","X1",2,"X2",31,"X1","X2",2,"X3",1,"X1","X1","BAD"
"600","X4",24,"X4","X10",3863,"X1","X3",1,"X3","X1",2,"X4",32,"X3","X3",1,"X3",1,"X1","X1","GOOD"
"601","X2",7,"X3","X5",2329,"X1","X2",1,"X2","X3",1,"X1",45,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"602","X2",9,"X3","X4",918,"X1","X3",4,"X2","X1",1,"X2",30,"X3","X2",1,"X3",1,"X1","X1","BAD"
"603","X2",24,"X2","X8",1837,"X1","X4",4,"X2","X1",4,"X4",34,"X1","X3",1,"X2",1,"X1","X1","BAD"
"604","X4",36,"X3","X4",3349,"X1","X3",4,"X2","X1",2,"X3",28,"X3","X2",1,"X4",1,"X2","X1","BAD"
"605","X3",10,"X3","X4",1275,"X1","X2",4,"X2","X1",2,"X2",23,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"606","X1",24,"X2","X4",2828,"X3","X3",4,"X3","X1",4,"X1",22,"X2","X2",1,"X3",1,"X2","X1","GOOD"
"607","X4",24,"X5","X10",4526,"X1","X3",3,"X3","X1",2,"X1",74,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"608","X2",36,"X3","X5",2671,"X2","X3",4,"X2","X2",4,"X4",50,"X3","X3",1,"X3",1,"X1","X1","BAD"
"609","X4",18,"X3","X5",2051,"X1","X2",4,"X3","X1",1,"X1",33,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"610","X4",15,"X3","X2",1300,"X5","X5",4,"X3","X1",4,"X4",45,"X1","X3",1,"X3",2,"X1","X1","GOOD"
"611","X1",12,"X3","X6",741,"X2","X1",4,"X2","X1",3,"X2",22,"X3","X2",1,"X3",1,"X1","X1","BAD"
"612","X3",10,"X3","X1",1240,"X2","X5",1,"X2","X1",4,"X4",48,"X3","X3",1,"X2",2,"X1","X1","BAD"
"613","X1",21,"X3","X5",3357,"X4","X2",4,"X2","X1",2,"X3",29,"X1","X2",1,"X3",1,"X1","X1","GOOD"
"614","X1",24,"X2","X2",3632,"X1","X3",1,"X2","X3",4,"X3",22,"X1","X1",1,"X3",1,"X1","X2","GOOD"
"615","X4",18,"X4","X4",1808,"X1","X4",4,"X2","X1",1,"X1",22,"X3","X2",1,"X3",1,"X1","X1","BAD"
"616","X2",48,"X1","X10",12204,"X5","X3",2,"X3","X1",2,"X3",48,"X1","X2",1,"X4",1,"X2","X1","GOOD"
"617","X2",60,"X4","X5",9157,"X5","X3",2,"X3","X1",2,"X4",27,"X3","X3",1,"X4",1,"X1","X1","GOOD"
"618","X1",6,"X5","X1",3676,"X1","X3",1,"X3","X1",3,"X1",37,"X3","X1",3,"X3",2,"X1","X1","GOOD"
"619","X2",30,"X3","X4",3441,"X2","X3",2,"X2","X2",4,"X3",21,"X3","X1",1,"X3",1,"X1","X1","BAD"
"620","X4",12,"X3","X1",640,"X1","X3",4,"X1","X1",2,"X1",49,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"621","X2",21,"X5","X10",3652,"X1","X4",2,"X3","X1",3,"X2",27,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"622","X4",18,"X5","X1",1530,"X1","X3",3,"X3","X1",2,"X2",32,"X1","X2",2,"X3",1,"X1","X1","BAD"
"623","X4",48,"X3","X10",3914,"X5","X3",4,"X1","X1",2,"X1",38,"X1","X2",1,"X3",1,"X1","X1","BAD"
"624","X1",12,"X3","X4",1858,"X1","X2",4,"X2","X1",1,"X3",22,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"625","X1",18,"X3","X5",2600,"X1","X3",4,"X3","X1",4,"X4",65,"X3","X3",2,"X3",1,"X1","X1","BAD"
"626","X4",15,"X3","X5",1979,"X5","X5",4,"X3","X1",2,"X3",35,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"627","X3",6,"X3","X4",2116,"X1","X3",2,"X3","X1",2,"X1",41,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"628","X2",9,"X2","X1",1437,"X2","X4",2,"X3","X1",3,"X4",29,"X3","X2",1,"X3",1,"X1","X1","BAD"
"629","X4",42,"X5","X4",4042,"X3","X3",4,"X3","X1",4,"X1",36,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"630","X4",9,"X3","X8",3832,"X5","X5",1,"X3","X1",4,"X1",64,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"631","X1",24,"X3","X5",3660,"X1","X3",2,"X2","X1",4,"X3",28,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"632","X1",18,"X2","X4",1553,"X1","X3",4,"X3","X1",3,"X3",44,"X1","X2",1,"X3",1,"X1","X1","BAD"
"633","X2",15,"X3","X5",1444,"X5","X2",4,"X3","X1",1,"X2",23,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"634","X4",9,"X3","X4",1980,"X1","X2",2,"X2","X2",2,"X3",19,"X3","X1",2,"X3",1,"X1","X1","BAD"
"635","X2",24,"X3","X1",1355,"X1","X2",3,"X2","X1",4,"X3",25,"X3","X2",1,"X2",1,"X2","X1","BAD"
"636","X4",12,"X3","X8",1393,"X1","X5",4,"X3","X1",4,"X2",47,"X1","X2",3,"X3",2,"X2","X1","GOOD"
"637","X4",24,"X3","X5",1376,"X3","X4",4,"X2","X1",1,"X3",28,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"638","X4",60,"X4","X5",15653,"X1","X4",2,"X3","X1",4,"X3",21,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"639","X4",12,"X3","X5",1493,"X1","X2",4,"X2","X1",3,"X3",34,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"640","X1",42,"X4","X5",4370,"X1","X4",3,"X3","X1",2,"X2",26,"X1","X2",2,"X3",2,"X2","X1","BAD"
"641","X1",18,"X3","X8",750,"X1","X1",4,"X2","X1",1,"X1",27,"X3","X2",1,"X1",1,"X1","X1","BAD"
"642","X2",15,"X3","X7",1308,"X1","X5",4,"X3","X1",4,"X3",38,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"643","X4",15,"X3","X8",4623,"X2","X3",3,"X3","X1",2,"X2",40,"X3","X2",1,"X4",1,"X2","X1","BAD"
"644","X4",24,"X5","X5",1851,"X1","X4",4,"X4","X3",2,"X3",33,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"645","X1",18,"X5","X5",1880,"X1","X4",4,"X4","X1",1,"X2",32,"X3","X2",2,"X4",1,"X2","X1","GOOD"
"646","X4",36,"X4","X10",7980,"X5","X2",4,"X3","X1",4,"X3",27,"X3","X1",2,"X3",1,"X2","X1","BAD"
"647","X1",30,"X1","X4",4583,"X1","X3",2,"X1","X3",2,"X1",32,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"648","X4",12,"X3","X1",1386,"X3","X3",2,"X2","X1",2,"X2",26,"X3","X2",1,"X3",1,"X1","X1","BAD"
"649","X3",24,"X3","X1",947,"X1","X4",4,"X3","X1",3,"X4",38,"X1","X3",1,"X3",2,"X1","X1","BAD"
"650","X1",12,"X3","X8",684,"X1","X3",4,"X3","X1",4,"X3",40,"X3","X1",1,"X2",2,"X1","X1","BAD"
"651","X1",48,"X3","X8",7476,"X1","X4",4,"X3","X1",1,"X4",50,"X3","X3",1,"X4",1,"X2","X1","GOOD"
"652","X2",12,"X3","X4",1922,"X1","X3",4,"X3","X1",2,"X2",37,"X3","X2",1,"X2",1,"X1","X1","BAD"
"653","X1",24,"X3","X1",2303,"X1","X5",4,"X3","X2",1,"X1",45,"X3","X2",1,"X3",1,"X1","X1","BAD"
"654","X2",36,"X4","X1",8086,"X2","X5",2,"X3","X1",4,"X3",42,"X3","X2",4,"X4",1,"X2","X1","BAD"
"655","X4",24,"X5","X2",2346,"X1","X4",4,"X3","X1",3,"X3",35,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"656","X1",14,"X3","X1",3973,"X1","X1",1,"X3","X1",4,"X4",22,"X3","X3",1,"X3",1,"X1","X1","GOOD"
"657","X2",12,"X3","X1",888,"X1","X5",4,"X3","X1",4,"X3",41,"X1","X2",1,"X2",2,"X1","X1","BAD"
"658","X4",48,"X3","X5",10222,"X5","X4",4,"X3","X1",3,"X3",37,"X2","X2",1,"X3",1,"X2","X1","GOOD"
"659","X2",30,"X1","X10",4221,"X1","X3",2,"X2","X1",1,"X3",28,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"660","X2",18,"X5","X4",6361,"X1","X5",2,"X3","X1",1,"X4",41,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"661","X3",12,"X3","X5",1297,"X1","X3",3,"X4","X1",4,"X1",23,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"662","X1",12,"X3","X1",900,"X5","X3",4,"X4","X1",2,"X3",23,"X3","X2",1,"X3",1,"X1","X1","BAD"
"663","X4",21,"X3","X4",2241,"X1","X5",4,"X3","X1",2,"X1",50,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"664","X2",6,"X4","X4",1050,"X1","X1",4,"X3","X1",1,"X2",35,"X2","X2",2,"X4",1,"X2","X1","GOOD"
"665","X3",6,"X5","X8",1047,"X1","X3",2,"X2","X1",4,"X2",50,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"666","X4",24,"X5","X3",6314,"X1","X1",4,"X3","X2",2,"X4",27,"X1","X2",2,"X4",1,"X2","X1","GOOD"
"667","X2",30,"X2","X4",3496,"X4","X3",4,"X3","X1",2,"X3",34,"X2","X2",1,"X3",2,"X2","X1","GOOD"
"668","X4",48,"X2","X10",3609,"X1","X3",1,"X2","X1",1,"X1",27,"X2","X2",1,"X3",1,"X1","X1","GOOD"
"669","X1",12,"X5","X1",4843,"X1","X5",3,"X3","X2",4,"X2",43,"X3","X1",2,"X3",1,"X2","X1","BAD"
"670","X3",30,"X5","X5",3017,"X1","X5",4,"X3","X1",4,"X2",47,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"671","X4",24,"X5","X10",4139,"X2","X3",3,"X3","X1",3,"X2",27,"X3","X2",2,"X2",1,"X2","X1","GOOD"
"672","X4",36,"X3","X10",5742,"X2","X4",2,"X3","X1",2,"X3",31,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"673","X4",60,"X3","X1",10366,"X1","X5",2,"X3","X1",4,"X2",42,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"674","X4",6,"X5","X1",2080,"X3","X3",1,"X4","X1",2,"X3",24,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"675","X4",21,"X4","X10",2580,"X3","X2",4,"X3","X1",2,"X1",41,"X1","X2",1,"X2",2,"X1","X1","BAD"
"676","X4",30,"X5","X5",4530,"X1","X4",4,"X2","X1",4,"X3",26,"X3","X1",1,"X4",1,"X2","X1","GOOD"
"677","X4",24,"X5","X4",5150,"X1","X5",4,"X3","X1",4,"X3",33,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"678","X2",72,"X3","X5",5595,"X2","X3",2,"X4","X1",2,"X3",24,"X3","X2",1,"X3",1,"X1","X1","BAD"
"679","X1",24,"X3","X5",2384,"X1","X5",4,"X3","X1",4,"X1",64,"X1","X1",1,"X2",1,"X1","X1","GOOD"
"680","X4",18,"X3","X5",1453,"X1","X2",3,"X2","X1",1,"X1",26,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"681","X4",6,"X3","X8",1538,"X1","X2",1,"X2","X1",2,"X4",56,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"682","X4",12,"X3","X5",2279,"X5","X3",4,"X3","X1",4,"X4",37,"X3","X3",1,"X3",1,"X2","X1","GOOD"
"683","X4",15,"X4","X5",1478,"X1","X3",4,"X4","X1",3,"X1",33,"X1","X2",2,"X3",1,"X1","X1","GOOD"
"684","X4",24,"X5","X5",5103,"X1","X2",3,"X4","X1",3,"X4",47,"X3","X3",3,"X3",1,"X2","X1","GOOD"
"685","X2",36,"X4","X10",9857,"X2","X4",1,"X3","X1",3,"X2",31,"X3","X2",2,"X2",2,"X2","X1","GOOD"
"686","X4",60,"X3","X1",6527,"X5","X3",4,"X3","X1",4,"X4",34,"X3","X3",1,"X3",2,"X2","X1","GOOD"
"687","X3",10,"X5","X5",1347,"X5","X4",4,"X3","X1",2,"X2",27,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"688","X2",36,"X4","X1",2862,"X2","X5",4,"X3","X1",3,"X4",30,"X3","X3",1,"X3",1,"X1","X1","GOOD"
"689","X4",9,"X3","X5",2753,"X2","X5",3,"X3","X2",4,"X3",35,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"690","X1",12,"X3","X1",3651,"X4","X3",1,"X3","X1",3,"X2",31,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"691","X1",15,"X5","X4",975,"X1","X3",2,"X1","X1",3,"X2",25,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"692","X2",15,"X3","X7",2631,"X2","X3",3,"X2","X1",2,"X1",25,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"693","X2",24,"X3","X5",2896,"X2","X2",2,"X3","X1",1,"X3",29,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"694","X1",6,"X5","X1",4716,"X5","X2",1,"X3","X1",3,"X1",44,"X3","X2",2,"X2",2,"X1","X1","GOOD"
"695","X4",24,"X3","X5",2284,"X1","X4",4,"X3","X1",2,"X3",28,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"696","X4",6,"X3","X2",1236,"X3","X3",2,"X3","X1",4,"X2",50,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"697","X2",12,"X3","X5",1103,"X1","X4",4,"X3","X3",3,"X1",29,"X3","X2",2,"X3",1,"X1","X2","GOOD"
"698","X4",12,"X5","X1",926,"X1","X1",1,"X2","X1",2,"X2",38,"X3","X2",1,"X1",1,"X1","X1","GOOD"
"699","X4",18,"X5","X5",1800,"X1","X3",4,"X3","X1",2,"X3",24,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"700","X3",15,"X3","X8",1905,"X1","X5",4,"X3","X1",4,"X3",40,"X3","X1",1,"X4",1,"X2","X1","GOOD"
"701","X4",12,"X3","X4",1123,"X3","X3",4,"X2","X1",4,"X3",29,"X3","X1",1,"X2",1,"X1","X1","BAD"
"702","X1",48,"X5","X2",6331,"X1","X5",4,"X3","X1",4,"X4",46,"X3","X3",2,"X3",1,"X2","X1","BAD"
"703","X3",24,"X3","X5",1377,"X2","X5",4,"X2","X1",2,"X4",47,"X3","X3",1,"X3",1,"X2","X1","GOOD"
"704","X2",30,"X4","X10",2503,"X2","X5",4,"X3","X1",2,"X2",41,"X2","X2",2,"X3",1,"X1","X1","GOOD"
"705","X2",27,"X3","X10",2528,"X1","X2",4,"X2","X1",1,"X2",32,"X3","X2",1,"X3",2,"X2","X1","GOOD"
"706","X4",15,"X3","X1",5324,"X3","X5",1,"X2","X1",4,"X4",35,"X3","X3",1,"X3",1,"X1","X1","GOOD"
"707","X2",48,"X3","X1",6560,"X2","X4",3,"X3","X1",2,"X2",24,"X3","X2",1,"X3",1,"X1","X1","BAD"
"708","X2",12,"X1","X4",2969,"X1","X2",4,"X2","X1",3,"X2",25,"X3","X1",2,"X3",1,"X1","X1","BAD"
"709","X2",9,"X3","X5",1206,"X1","X5",4,"X2","X1",4,"X1",25,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"710","X2",9,"X3","X5",2118,"X1","X3",2,"X3","X1",2,"X1",37,"X3","X2",1,"X2",2,"X1","X1","GOOD"
"711","X4",18,"X5","X5",629,"X3","X5",4,"X3","X1",3,"X2",32,"X1","X2",2,"X4",1,"X2","X1","GOOD"
"712","X1",6,"X2","X8",1198,"X1","X5",4,"X2","X1",4,"X4",35,"X3","X3",1,"X3",1,"X1","X1","BAD"
"713","X4",21,"X3","X2",2476,"X5","X5",4,"X3","X1",4,"X1",46,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"714","X1",9,"X5","X5",1138,"X1","X3",4,"X3","X1",4,"X1",25,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"715","X2",60,"X3","X1",14027,"X1","X4",4,"X3","X1",2,"X4",27,"X3","X2",1,"X4",1,"X2","X1","BAD"
"716","X4",30,"X5","X2",7596,"X5","X5",1,"X3","X1",4,"X3",63,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"717","X4",30,"X5","X5",3077,"X5","X5",3,"X3","X1",2,"X3",40,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"718","X4",18,"X3","X5",1505,"X1","X3",4,"X3","X1",2,"X4",32,"X3","X3",1,"X4",1,"X2","X1","GOOD"
"719","X3",24,"X5","X5",3148,"X5","X3",3,"X3","X1",2,"X3",31,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"720","X2",20,"X1","X2",6148,"X2","X5",3,"X4","X1",4,"X3",31,"X1","X2",2,"X3",1,"X2","X1","GOOD"
"721","X3",9,"X1","X5",1337,"X1","X2",4,"X3","X1",2,"X3",34,"X3","X2",2,"X4",1,"X2","X1","BAD"
"722","X2",6,"X2","X8",433,"X4","X2",4,"X2","X1",2,"X2",24,"X1","X1",1,"X3",2,"X1","X1","BAD"
"723","X1",12,"X3","X1",1228,"X1","X3",4,"X2","X1",2,"X1",24,"X3","X2",1,"X2",1,"X1","X1","BAD"
"724","X2",9,"X3","X5",790,"X3","X3",4,"X2","X1",3,"X1",66,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"725","X4",27,"X3","X1",2570,"X1","X3",3,"X2","X1",3,"X1",21,"X3","X1",1,"X3",1,"X1","X1","BAD"
"726","X4",6,"X5","X1",250,"X4","X3",2,"X2","X1",2,"X1",41,"X1","X2",2,"X2",1,"X1","X1","GOOD"
"727","X4",15,"X5","X5",1316,"X3","X3",2,"X4","X1",2,"X2",47,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"728","X1",18,"X3","X5",1882,"X1","X3",4,"X2","X1",4,"X3",25,"X1","X1",2,"X3",1,"X1","X1","BAD"
"729","X2",48,"X2","X10",6416,"X1","X5",4,"X2","X1",3,"X4",59,"X3","X1",1,"X3",1,"X1","X1","BAD"
"730","X3",24,"X5","X10",1275,"X4","X3",2,"X1","X1",4,"X1",36,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"731","X2",24,"X4","X5",6403,"X1","X2",1,"X3","X1",2,"X3",33,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"732","X1",24,"X3","X5",1987,"X1","X3",2,"X3","X1",4,"X1",21,"X3","X1",1,"X2",2,"X1","X1","BAD"
"733","X2",8,"X3","X5",760,"X1","X4",4,"X2","X3",2,"X1",44,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"734","X4",24,"X3","X2",2603,"X4","X3",2,"X2","X1",4,"X3",28,"X3","X1",1,"X3",1,"X2","X1","GOOD"
"735","X4",4,"X5","X1",3380,"X1","X4",1,"X2","X1",1,"X1",37,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"736","X2",36,"X2","X6",3990,"X5","X2",3,"X2","X1",2,"X4",29,"X1","X2",1,"X1",1,"X1","X1","GOOD"
"737","X2",24,"X3","X2",11560,"X1","X3",1,"X2","X1",4,"X3",23,"X3","X1",2,"X4",1,"X1","X1","BAD"
"738","X1",18,"X3","X1",4380,"X2","X3",3,"X3","X1",4,"X3",35,"X3","X2",1,"X2",2,"X2","X1","GOOD"
"739","X4",6,"X5","X1",6761,"X1","X4",1,"X3","X1",3,"X4",45,"X3","X2",2,"X4",2,"X2","X1","GOOD"
"740","X2",30,"X1","X10",4280,"X2","X3",4,"X2","X1",4,"X3",26,"X3","X1",2,"X2",1,"X1","X1","BAD"
"741","X1",24,"X2","X1",2325,"X2","X4",2,"X3","X1",3,"X3",32,"X1","X2",1,"X3",1,"X1","X1","GOOD"
"742","X2",10,"X2","X5",1048,"X1","X3",4,"X3","X1",4,"X1",23,"X2","X2",1,"X2",1,"X1","X1","GOOD"
"743","X4",21,"X3","X5",3160,"X5","X5",4,"X3","X1",3,"X2",41,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"744","X1",24,"X2","X4",2483,"X3","X3",4,"X3","X1",4,"X1",22,"X2","X2",1,"X3",1,"X2","X1","GOOD"
"745","X1",39,"X5","X4",14179,"X5","X4",4,"X3","X1",4,"X2",30,"X3","X2",2,"X4",1,"X2","X1","GOOD"
"746","X1",13,"X5","X10",1797,"X1","X2",3,"X3","X1",1,"X2",28,"X1","X2",2,"X2",1,"X1","X1","GOOD"
"747","X1",15,"X3","X1",2511,"X1","X1",1,"X2","X1",4,"X3",23,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"748","X1",12,"X3","X1",1274,"X1","X2",3,"X2","X1",1,"X1",37,"X3","X2",1,"X2",1,"X1","X1","BAD"
"749","X4",21,"X3","X2",5248,"X5","X3",1,"X3","X1",3,"X3",26,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"750","X4",15,"X3","X2",3029,"X1","X4",2,"X3","X1",2,"X3",33,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"751","X1",6,"X3","X4",428,"X1","X5",2,"X2","X1",1,"X2",49,"X1","X2",1,"X3",1,"X2","X1","GOOD"
"752","X1",18,"X3","X1",976,"X1","X2",1,"X2","X1",2,"X3",23,"X3","X2",1,"X2",1,"X1","X1","BAD"
"753","X2",12,"X3","X10",841,"X2","X4",2,"X2","X1",4,"X1",23,"X3","X1",1,"X2",1,"X1","X1","GOOD"
"754","X4",30,"X5","X5",5771,"X1","X4",4,"X2","X1",2,"X3",25,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"755","X4",12,"X4","X7",1555,"X4","X5",4,"X3","X1",4,"X4",55,"X3","X3",2,"X3",2,"X1","X1","BAD"
"756","X1",24,"X3","X1",1285,"X5","X4",4,"X2","X1",4,"X4",32,"X3","X1",1,"X3",1,"X1","X1","BAD"
"757","X3",6,"X5","X1",1299,"X1","X3",1,"X3","X1",1,"X1",74,"X3","X2",3,"X1",2,"X1","X2","GOOD"
"758","X3",15,"X5","X5",1271,"X5","X3",3,"X3","X1",4,"X4",39,"X3","X3",2,"X3",1,"X2","X1","BAD"
"759","X4",24,"X3","X1",1393,"X1","X3",2,"X3","X3",2,"X1",31,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"760","X1",12,"X5","X1",691,"X1","X5",4,"X3","X1",3,"X2",35,"X3","X2",2,"X3",1,"X1","X1","BAD"
"761","X4",15,"X5","X1",5045,"X5","X5",1,"X2","X1",4,"X3",59,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"762","X1",18,"X5","X4",2124,"X1","X3",4,"X2","X1",4,"X1",24,"X3","X1",2,"X3",1,"X1","X1","BAD"
"763","X1",12,"X3","X5",2214,"X1","X3",4,"X3","X1",3,"X2",24,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"764","X4",21,"X5","X1",12680,"X5","X5",4,"X3","X1",4,"X4",30,"X3","X3",1,"X4",1,"X2","X1","BAD"
"765","X4",24,"X5","X1",2463,"X2","X4",4,"X4","X1",3,"X2",27,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"766","X2",12,"X3","X5",1155,"X1","X5",3,"X4","X3",3,"X1",40,"X1","X2",2,"X2",1,"X1","X1","GOOD"
"767","X1",30,"X3","X4",3108,"X1","X2",2,"X1","X1",4,"X2",31,"X3","X2",1,"X2",1,"X1","X1","BAD"
"768","X4",10,"X3","X2",2901,"X5","X2",1,"X2","X1",4,"X1",31,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"769","X2",12,"X5","X4",3617,"X1","X5",1,"X3","X1",4,"X3",28,"X3","X1",3,"X3",1,"X2","X1","GOOD"
"770","X4",12,"X5","X5",1655,"X1","X5",2,"X3","X1",4,"X1",63,"X3","X2",2,"X2",1,"X2","X1","GOOD"
"771","X1",24,"X3","X2",2812,"X5","X5",2,"X2","X1",4,"X1",26,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"772","X1",36,"X5","X8",8065,"X1","X3",3,"X2","X1",2,"X4",25,"X3","X2",2,"X4",1,"X2","X1","BAD"
"773","X4",21,"X5","X2",3275,"X1","X5",1,"X3","X1",4,"X3",36,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"774","X4",24,"X5","X5",2223,"X2","X5",4,"X3","X1",4,"X2",52,"X1","X2",2,"X3",1,"X1","X1","GOOD"
"775","X3",12,"X5","X1",1480,"X3","X1",2,"X3","X1",4,"X4",66,"X1","X3",3,"X1",1,"X1","X1","GOOD"
"776","X1",24,"X3","X1",1371,"X5","X3",4,"X2","X1",4,"X1",25,"X3","X1",1,"X3",1,"X1","X1","BAD"
"777","X4",36,"X5","X1",3535,"X1","X4",4,"X3","X1",4,"X3",37,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"778","X1",18,"X3","X5",3509,"X1","X4",4,"X2","X3",1,"X1",25,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"779","X4",36,"X5","X2",5711,"X4","X5",4,"X3","X1",2,"X3",38,"X3","X2",2,"X4",1,"X2","X1","GOOD"
"780","X2",18,"X3","X7",3872,"X1","X1",2,"X2","X1",4,"X3",67,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"781","X2",39,"X5","X5",4933,"X1","X4",2,"X3","X3",2,"X1",25,"X3","X2",2,"X3",1,"X1","X1","BAD"
"782","X4",24,"X5","X1",1940,"X4","X5",4,"X3","X1",4,"X1",60,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"783","X2",12,"X1","X9",1410,"X1","X3",2,"X3","X1",2,"X1",31,"X3","X2",1,"X2",1,"X2","X1","GOOD"
"784","X2",12,"X3","X1",836,"X2","X2",4,"X2","X1",2,"X2",23,"X1","X2",1,"X2",1,"X1","X1","BAD"
"785","X2",20,"X3","X2",6468,"X5","X1",1,"X1","X1",4,"X1",60,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"786","X2",18,"X3","X10",1941,"X4","X3",4,"X3","X1",2,"X2",35,"X3","X2",1,"X2",1,"X2","X1","GOOD"
"787","X4",22,"X3","X5",2675,"X3","X5",3,"X3","X1",4,"X3",40,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"788","X4",48,"X5","X2",2751,"X5","X5",4,"X3","X1",3,"X3",38,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"789","X2",48,"X4","X8",6224,"X1","X5",4,"X3","X1",4,"X4",50,"X3","X3",1,"X3",1,"X1","X1","BAD"
"790","X1",40,"X5","X8",5998,"X1","X3",4,"X3","X1",3,"X4",27,"X1","X2",1,"X3",1,"X2","X1","BAD"
"791","X2",21,"X3","X10",1188,"X1","X5",2,"X2","X1",4,"X2",39,"X3","X2",1,"X3",2,"X1","X1","BAD"
"792","X4",24,"X3","X2",6313,"X5","X5",3,"X3","X1",4,"X3",41,"X3","X2",1,"X4",2,"X2","X1","GOOD"
"793","X4",6,"X5","X4",1221,"X5","X3",1,"X4","X1",2,"X2",27,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"794","X3",24,"X3","X4",2892,"X1","X5",3,"X1","X1",4,"X4",51,"X3","X3",1,"X3",1,"X1","X1","GOOD"
"795","X4",24,"X3","X4",3062,"X3","X5",4,"X3","X1",3,"X4",32,"X3","X1",1,"X3",1,"X2","X1","GOOD"
"796","X4",9,"X3","X4",2301,"X2","X2",2,"X2","X1",4,"X2",22,"X3","X1",1,"X3",1,"X1","X1","GOOD"
